year,county,data item,value
1975,lyon,3964500
1975,murray,7106400
1975,nobles,12985800
1975,pipestone,5919200
1975,redwood,10545900
1975,rock,8812500
1974,cottonwood,10280300
1974,jackson,13265700
1974,lincoln,4623900
1974,lyon,9265000
1974,murray,9581900
1974,nobles,8473000
1974,pipestone,5613000
1974,redwood,12793200
1974,rock,4032900
1973,cottonwood,13198700
1973,jackson,17419500
1973,lincoln,6164400
1973,lyon,12901200
1973,murray,13371300
1973,nobles,14809200
1973,pipestone,7616000
1973,redwood,18300100
1973,rock,11601000
1972,cottonwood,15312000
1972,jackson,16726500
1972,lincoln,5482300
1972,lyon,14690200
1972,murray,13522600
1972,nobles,15846600
1972,pipestone,6489000
1972,redwood,18196500
1972,rock,10569600
1971,cottonwood,13154400
1971,jackson,16033600
1971,lincoln,5810000
1971,lyon,13184000
1971,murray,12058200
1971,nobles,13436500
1971,pipestone,6560400
1971,redwood,17255000
1971,rock,9424000
1970,cottonwood,12471300
1970,jackson,15229000
1970,lincoln,4104000
1970,lyon,11902800
1970,murray,9732800
1970,nobles,11692800
1970,pipestone,5245100
1970,redwood,14159200
1970,rock,7010400
1969,cottonwood,10427500
1969,jackson,14117400
1969,lincoln,4433000
1969,lyon,9786000
1969,murray,9623400
1969,nobles,11611600
1969,pipestone,5252000
1969,redwood,13321600
1969,rock,8712000
1968,cottonwood,11392000
1968,jackson,14886500
1968,lincoln,4544000
1968,lyon,10634400
1968,murray,8799000
1968,nobles,10072500
1968,pipestone,4861600
1968,redwood,14809600
1968,rock,7000000
1967,cottonwood,12076500
1967,jackson,14624400
1967,lincoln,4365600
1967,lyon,9536000
1967,murray,8423100
1967,nobles,10261200
1967,pipestone,4907800
1967,redwood,14422200
1967,rock,6981400
1966,cottonwood,9890800
1966,jackson,12780300
1966,lincoln,4532200
1966,lyon,7245200
1966,murray,7582600
1966,nobles,10175000
1966,pipestone,4003200
1966,redwood,12239600
1966,rock,6515200
1965,cottonwood,7087600
1965,jackson,8706000
1965,lincoln,2696000
1965,lyon,6154400
1965,murray,5708500
1965,nobles,7347200
1965,pipestone,3933900
1965,redwood,10800400
1965,rock,5475200
1964,cottonwood,9767400
1964,jackson,12776400
1964,lincoln,3724000
1964,lyon,7290000
1964,murray,7023500
1964,nobles,9368200
1964,pipestone,3313800
1964,redwood,10949400
1964,rock,6369300
1963,cottonwood,9147600
1963,jackson,12877000
1963,lincoln,4637400
1963,lyon,9424000
1963,murray,9072000
1963,nobles,11019200
1963,pipestone,6156800
1963,redwood,11711700
1963,rock,6746600
1962,cottonwood,7820200
1962,jackson,10598000
1962,lincoln,3045000
1962,lyon,6940000
1962,murray,6359700
1962,nobles,8473800
1962,pipestone,3540600
1962,redwood,9981800
1962,rock,5962400
1961,cottonwood,8556800
1961,jackson,11225100
1961,lincoln,4520900
1961,lyon,8532900
1961,murray,8890800
1961,nobles,10289400
1961,pipestone,4708900
1961,redwood,11581600
1961,rock,6443800
1960,cottonwood,8548900
1960,jackson,11118600
1960,lincoln,4973500
1960,lyon,10214400
1960,murray,8702600
1960,nobles,9850500
1960,pipestone,4351600
1960,redwood,13420000
1960,rock,6320000
1959,cottonwood,7099300
1959,jackson,9613800
1959,lincoln,2130000
1959,lyon,5251200
1959,murray,7714200
1959,nobles,8808000
1959,pipestone,3482500
1959,redwood,9206400
1959,rock,5337200
1958,cottonwood,7405200
1958,jackson,9526000
1958,lincoln,4401000
1958,lyon,8699600
1958,murray,8328300
1958,nobles,8722000
1958,pipestone,3978600
1958,redwood,11348700
1958,rock,4812000
1957,cottonwood,8749700
1957,jackson,11181300
1957,lincoln,4526100
1957,lyon,7566000
1957,murray,9020000
1957,nobles,10944000
1957,pipestone,5300000
1957,redwood,10531100
1957,rock,6291100
1956,cottonwood,7603800
1956,jackson,9188400
1956,lincoln,4126600
1956,lyon,8530500
1956,murray,7568400
1956,nobles,8460900
1956,pipestone,4248000
1956,redwood,10733100
1956,rock,5014000
1955,cottonwood,5257200
1955,jackson,8011500
1955,lincoln,3344800
1955,lyon,6276000
1955,murray,5337500
1955,nobles,7811400
1955,pipestone,2619000
1955,redwood,8268900
1955,rock,4991000
1954,cottonwood,6860000
1954,jackson,9683100
1954,lincoln,3126500
1954,lyon,6736500
1954,murray,7185000
1954,nobles,9048000
1954,pipestone,3652000
1954,redwood,9542000
1954,rock,4532000
1953,cottonwood,6910800
1953,jackson,8310000
1953,lincoln,4232000
1953,lyon,7938000
1953,murray,8008300
1953,nobles,8455000
1953,pipestone,4485000
1953,redwood,9062000
1953,rock,5365500
1952,cottonwood,6456600
1952,jackson,8932000
1952,lincoln,3154000
1952,lyon,6364000
1952,murray,5945000
1952,nobles,7693000
1952,pipestone,3780200
1952,redwood,8736000
1952,rock,4635000
1951,cottonwood,4941300
1951,jackson,6475800
1951,lincoln,2709000
1951,lyon,5608800
1951,murray,3890700
1951,nobles,5195200
1951,pipestone,2859000
1951,redwood,6718400
1951,rock,4104000
1950,cottonwood,4906000
1950,jackson,5644800
1950,lincoln,2508800
1950,lyon,5388000
1950,murray,5412000
1950,nobles,5437800
1950,pipestone,2285000
1950,redwood,7479000
1950,rock,3243900
1949,cottonwood,6157000
1949,jackson,7482400
1949,lincoln,3570000
1949,lyon,6556000
1949,murray,7050000
1949,nobles,7963200
1949,pipestone,3689800
1949,redwood,8878000
1949,rock,4520000
1948,cottonwood,6451200
1948,jackson,8507800
1948,lincoln,3916800
1948,lyon,7462800
1948,murray,7414400
1948,nobles,8808700
1948,pipestone,4897800
1948,redwood,9906400
1948,rock,5527900
1947,cottonwood,4488000
1947,jackson,6415500
1947,lincoln,2433000
1947,lyon,4521000
1947,murray,4574500
1947,nobles,5420500
1947,pipestone,3033600
1947,redwood,6560000
1947,rock,3808800
1946,cottonwood,5832000
1946,jackson,7325000
1946,lincoln,3440000
1946,lyon,7203000
1946,murray,7549200
1946,nobles,7392000
1946,pipestone,3510000
1946,redwood,8178800
1946,rock,4682700
1945,cottonwood,5103400
1945,jackson,5576400
1945,lincoln,3511200
1945,lyon,6755300
1945,murray,5564800
1945,nobles,5596500
1945,pipestone,3535200
1945,redwood,8265600
1945,rock,4010400
1944,cottonwood,6465600
1944,jackson,7291200
1944,lincoln,3780000
1944,lyon,6706800
1944,murray,6952500
1944,nobles,7004800
1944,pipestone,4834600
1944,redwood,7564200
1944,rock,6146400
1943,cottonwood,3330000
1943,jackson,5576000
1943,lincoln,3237000
1943,lyon,4730400
1943,murray,5393700
1943,nobles,6342500
1943,pipestone,3503600
1943,redwood,5043700
1943,rock,4982000
1942,cottonwood,4182000
1942,jackson,5473600
1942,lincoln,2984200
1942,lyon,5404500
1942,murray,5044200
1942,nobles,5796000
1942,pipestone,3272000
1942,redwood,7111100
1942,rock,4733400
1941,cottonwood,4851000
1941,jackson,5922800
1941,lincoln,2677300
1941,lyon,5308400
1941,murray,5815000
1941,nobles,5937600
1941,pipestone,2695000
1941,redwood,6561200
1941,rock,3981800
1940,cottonwood,3892000
1940,jackson,5456700
1940,lincoln,2275200
1940,lyon,4352400
1940,murray,4324400
1940,nobles,5055300
1940,pipestone,2265000
1940,redwood,5686700
1940,rock,3792600
1939,cottonwood,5349900
1939,jackson,7261600
1939,lincoln,3350000
1939,lyon,6040000
1939,murray,6528600
1939,nobles,7150000
1939,pipestone,3727100
1939,redwood,7450000
1939,rock,4655000
1938,cottonwood,3548800
1938,jackson,5731800
1938,lincoln,2086300
1938,lyon,4042400
1938,murray,4776700
1938,nobles,6094200
1938,pipestone,2944400
1938,redwood,5608800
1938,rock,4068000
1937,cottonwood,4928200
1937,jackson,6927800
1937,lincoln,2336400
1937,lyon,4983900
1937,murray,5432700
1937,nobles,6864000
1937,pipestone,2827200
1937,redwood,6097600
1937,rock,3797500
1936,cottonwood,2444400
1936,jackson,3620000
1936,lincoln,658800
1936,lyon,1755000
1936,murray,2496600
1936,nobles,3231900
1936,pipestone,1816000
1936,redwood,2475000
1936,rock,2160000
1935,cottonwood,3844300
1935,jackson,5430600
1935,lincoln,1911100
1935,lyon,3361100
1935,murray,4662600
1935,nobles,5506800
1935,pipestone,2863000
1935,redwood,4860900
1935,rock,3362600
1934,cottonwood,2193400
1934,jackson,4466000
1934,lincoln,574400
1934,lyon,1136000
1934,murray,2244000
1934,nobles,4586600
1934,pipestone,1120300
1934,redwood,3194400
1934,rock,2751000
1933,cottonwood,4641000
1933,jackson,5508000
1933,lincoln,616000
1933,lyon,2192000
1933,murray,4237700
1933,nobles,5820000
1933,pipestone,1936000
1933,redwood,3575000
1933,rock,3434000
1932,cottonwood,4632400
1932,jackson,6041500
1932,lincoln,2587200
1932,lyon,5320000
1932,murray,5596500
1932,nobles,6084400
1932,pipestone,3196000
1932,redwood,6669000
1932,rock,4160000
1931,cottonwood,3097500
1931,jackson,4308000
1931,lincoln,1454400
1931,lyon,2656200
1931,murray,3238400
1931,nobles,3619200
1931,pipestone,1654200
1931,redwood,3319200
1931,rock,1911600
1930,cottonwood,3271200
1930,jackson,3717900
1930,lincoln,1606000
1930,lyon,3510000
1930,murray,3267500
1930,nobles,3809000
1930,pipestone,1806000
1930,redwood,4973500
1930,rock,2735200
1929,cottonwood,3895200
1929,jackson,5089500
1929,lincoln,2147600
1929,lyon,3770000
1929,murray,3926400
1929,nobles,5502400
1929,pipestone,3027600
1929,redwood,5493600
1929,rock,3715200
1928,cottonwood,3348000
1928,jackson,4617600
1928,lincoln,2094400
1928,lyon,3374000
1928,murray,3480000
1928,nobles,5098600
1928,pipestone,2119000
1928,redwood,4726000
1928,rock,3162000
1927,cottonwood,3309000
1927,jackson,4413500
1927,lincoln,2163400
1927,lyon,3702000
1927,murray,3240000
1927,nobles,4405100
1927,pipestone,2115000
1927,redwood,4434100
1927,rock,3292200
1926,cottonwood,3102000
1926,jackson,4700500
1926,lincoln,2273600
1926,lyon,3757200
1926,murray,3393000
1926,nobles,4402000
1926,pipestone,2568000
1926,redwood,4451600
1926,rock,2683200
1925,cottonwood,3740700
1925,jackson,5104500
1925,lincoln,2392500
1925,lyon,3966600
1925,murray,3841200
1925,nobles,4953600
1925,pipestone,2100000
1925,redwood,5640000
1925,rock,2670200
1924,cottonwood,2268000
1924,jackson,2536000
1924,lincoln,2149200
1924,lyon,2860000
1924,murray,3012000
1924,nobles,3448800
1924,pipestone,2272500
1924,redwood,4172000
