PRCP,TMAX,TMIN
0,60,41
0,55,39
0,49,28
0.35,62,31
1.47,62,47
0.12,58,51
0.31,57,40
0,65,45
0,67,38
0,79,45
0,58,36
0,56,40
0.05,71,45
0,75,49
0,86,49
0,84,49
0,87,48
0,62,31
0,68,42
0,73,52
0.02,84,53
0,59,43
0,54,36
0,52,28
0,38,20
0,37,22
0,49,20
0,51,21
0,65,43
0,56,49
0.1,49,31
0,36,21
0,49,25
0,52,31
0,38,24
0,40,22
0,44,20
0,53,27
0,55,27
0,43,27
0,60,28
0,54,25
0,68,30
0,62,18
0,35,13
0,34,13
0,33,10
0,45,23
0,59,34
0,67,41
0,65,38
0,72,46
0,77,33
0,45,27
0,35,9
0,37,21
0,40,25
0,47,26
0,51,29
0,31,12
0,40,15
0,38,15
0,42,14
0,49,19
0,48,24
0,59,35
0,57,27
0,59,34
0,53,20
0,49,15
,36,22
,40,23
0,38,9
0,19,1
0,18,1
0,33,6
0,16,-1
0,24,0
0,24,6
0,41,21
0,26,-7
0,14,0
0,38,12
0,53,26
0.2,47,16
0,37,17
0,28,21
0.1,44,27
0,50,22
0,40,24
0,50,26
0,35,12
0,37,16
0,44,22
0.5,36,30
0,31,30
0,32,23
0,36,25
0,34,18
0,29,17
0,38,22
0,42,30
0,38,30
0.4,33,31
0.97,39,25
0,28,18
0,32,18
0,36,24
0,38,29
0,42,30
0,35,23
0,39,23
0,32,21
0,38,15
0,26,17
0,41,22
0,22,-4
0,2,-6
0,13,0
0.04,15,-4
0,8,-17
0,9,-16
0,22,8
0,25,8
0,28,5
0,26,14
0.04,29,10
0,25,10
0.07,31,22
0,32,15
0,26,17
0,38,9
0,9,-12
0,17,-5
0,19,-7
0,10,-6
0,23,-7
0,17,-9
0,10,-17
0,-4,-17
0,1,-15
0.05,7,-9
0,8,-11
0,7,-14
0,12,-14
0.02,12,-14
0,14,-6
0,23,9
0.03,18,-2
0,6,-14
0,6,-15
0,5,-15
0.1,18,4
0,25,14
0,35,19
0,42,26
0,41,26
0,47,18
0,36,19
1,38,29
0.8,31,21
0.08,26,17
0,25,18
0,24,19
0,29,24
2,29,18
0,20,5
0,16,1
0,30,10
0,13,-6
0,26,13
0,26,15
0,39,26
0,41,26
0,51,28
0,44,35
0,53,38
0,57,32
0,37,29
0,43,19
0,37,19
0,41,28
0,49,31
0,41,24
0,46,28
0,58,26
0,58,26
0,68,35
0.25,59,46
0,64,48
0,78,37
0.5,57,37
0.05,52,46
0.15,51,43
0.56,49,40
0,53,35
0.05,42,30
0.05,48,29
0,29,14
0,30,14
0,30,14
0,25,11
0,31,12
0,38,11
0.7,48,15
0.2,33,29
0,33,15
0,38,15
0,45,23
0,56,31
0,66,34
0,75,35
0,64,29
0,64,31
0,64,40
0.8,74,48
0,82,56
0.6,65,41
0,65,45
0,56,42
0,55,41
0,66,44
0,73,44
0,78,53
0,87,49
0,82,48
0,66,37
0,72,45
0,67,52
0.06,60,55
1.22,67,51
0,71,51
0,66,48
0,69,49
0,81,54
0,89,48
0,79,50
0,79,52
0,91,65
0,83,49
0,66,44
0,63,35
0,74,41
0,82,55
0,84,46
0,84,50
0,85,64
0.85,77,59
0,73,50
0,61,39
0,72,50
0,62,37
0,70,53
0,83,65
0.13,77,61
0,73,48
0.06,78,55
0.36,71,51
0,69,56
0,74,57
0,73,48
0,74,55
0.02,87,58
0,77,47
0,73,50
0,84,57
0,89,63
0,90,66
0,88,68
0.05,77,63
0,86,64
0.97,87,65
0.77,84,66
0,85,68
0,77,52
0,79,60
0,89,63
0.05,84,64
0,83,61
0,84,62
0,84,62
0,91,66
0,82,57
0,80,48
0,72,45
0,80,55
0,84,58
0,84,65
0,82,68
0,88,61
0,88,57
0,,
0,97,
0,,
0,,59
0,86,64
0,76,53
0,77,55
0,80,47
0,83,56
0,83,53
0.02,87,61
0,90,61
0,92,70
0.12,83,62
0,82,48
0,82,58
0,85,68
0,90,69
0,94,71
0,91,71
0,94,71
0,90,62
0,86,59
0,88,56
0,88,59
0,90,65
0.19,89,67
0,90,56
0,85,55
0.94,81,58
0,71,60
0,79,58
0,76,63
0,86,55
0.13,80,67
0,89,64
0,84,65
0,94,58
0,83,61
0,94,
0.38,,60
0,83,58
0,83,53
0.56,77,55
0.41,66,58
2,71,59
0,82,63
0,84,61
0.49,74,61
0.33,67,54
0,73,53
0,76,61
0,81,65
0,89,67
0.25,70,53
0,73,46
0,77,56
0,82,61
0,83,62
0.18,87,58
0,89,65
0,89,67
0,87,67
0,87,58
,76,44
0,72,49
0.13,67,49
0,66,46
0,62,33
0,73,36
0,62,36
0,55,29
0,61,36
0,78,46
0.06,89,65
0.07,74,46
0,73,48
0.26,87,62
0,79,43
0,80,46
0,88,62
0,78,49
,58,41
0,74,47
0,73,34
0,74,41
0.18,78,59
0.03,70,45
0,76,46
0,73,44
0,77,45
0,80,58
0.45,80,63
0,87,70
1.5,73,47
0,65,46
0,60,39
0,50,38
0,53,43
0,62,35
0.85,64,39
0.3,,44
0.02,52,45
0.02,55,46
0.25,56,48
0.38,55,48
0,59,41
0,74,46
0,51,33
0,57,33
0,69,33
0,59,35
0,62,30
0,60,29
0,55,24
0,59,29
0,69,38
0,69,38
0,52,29
0,59,30
0,53,26
0,50,28
0,62,33
0,41,26
0,38,17
0,44,25
0,38,20
0,47,25
0,55,34
0,64,35
0,56,33
0,58,35
0,40,23
0,45,23
0,58,31
0,36,30
0,40,32
0,43,27
0,38,22
0,24,17
0,26,13
0,38,15
0,40,24
0,49,22
0,40,3
0,21,4
0,26,9
0,21,2
0.08,19,2
0,28,10
0,15,-2
0,29,9
0,31,4
0,19,1
0,27,0
0,18,0
0,7,2
0,14,5
0,23,12
0,23,1
0,21,7
0,32,-1
0,8,-2
0,20,4
0,19,11
0,32,11
0,30,17
0,36,17
0,36,22
0,37,17
0,19,1
0.05,20,5
0.4,25,16
0,30,14
0,24,6
0,20,16
0,24,17
0,20,8
0,16,2
0,17,-4
0,3,-11
0,14,-6
0,28,13
0,29,20
0,40,25
0,40,25
0,37,25
0,37,12
0,37,23
0,29,13
0,28,13
0,23,12
0,24,-3
0,12,-3
0,24,4
0,19,-3
0,15,-4
0,3,-17
0,1,-16
0.08,7,-13
0,8,-9
0,9,-8
0,2,-16
0,9,-13
0,23,8
0,28,9
0,39,22
0,39,-4
0,-3,-13
0,2,-12
0,16,-5
0,26,12
0,24,11
0.05,32,19
0.05,27,12
0,14,-1
0,19,3
0,22,8
0,24,18
0,18,-15
0,-2,-15
0.03,7,-2
0,13,1
0,25,4
0,8,-9
0,19,-6
0,33,19
0,33,-5
0,7,-10
0,19,-22
0,7,-21
0,14,0
0,26,6
0,40,8
0,36,22
0,25,13
0,26,10
0,35,10
0,35,24
0,40,18
0,37,21
0,31,4
0,26,6
0.09,31,12
0.03,20,-5
0.08,20,-17
0,9,-14
0,22,6
0,21,1
0,34,12
0,53,27
0,45,32
0,52,23
0,33,17
0,32,18
0.17,36,24
0,35,31
0,45,23
,50,28
,43,31
0,33,30
0,34,21
0,31,16
0,43,22
0,44,24
0.2,46,26
0,38,15
0,41,14
0,42,33
0.25,43,30
0.3,32,24
0,36,20
0,44,28
0,56,33
0,61,34
0,66,40
0,46,26
0,51,26
0,49,22
0,51,26
0.65,34,30
0,32,26
0,33,19
0,39,19
0,54,31
0,71,38
0,64,34
0,53,31
0,51,32
0,64,34
0,66,43
0,58,31
0,67,37
0,76,49
1.97,66,30
0.97,32,25
0.13,46,25
0,48,25
0,45,26
0,60,32
0,69,40
0.71,65,47
0,47,31
0,58,33
0,71,38
0,76,45
0.2,72,46
0,65,37
0.44,51,42
0.5,60,43
0.61,53,33
0,59,40
0,73,47
0.1,52,35
0,66,44
0,70,43
0,81,47
0,76,39
0,67,49
0.26,78,40
0,66,36
0,71,49
0,71,49
0,,
0,72,50
0,86,50
0,67,42
0,52,42
0.45,72,49
0.15,62,54
0,78,54
0,83,54
0,84,56
0.75,73,56
0,65,57
0.12,75,59
1.67,70,56
0.15,70,56
0.17,77,56
0,76,53
0,72,49
0.4,77,58
0.49,77,55
0,79,51
0,74,50
0.05,83,56
0,76,46
0,73,48
0,80,51
0,83,54
0,85,59
0,85,53
0,81,52
0,80,49
0,80,56
0,86,65
0,85,57
0.58,81,62
0.22,77,53
0.1,67,58
0,77,53
0,82,58
0,86,66
0,75,46
0,76,49
0,82,62
0,84,68
0,88,64
0,85,61
0.15,82,56
0,85,62
0,90,72
0,90,56
0,79,52
0,81,52
0,90,63
0,92,65
0.22,88,66
1.1,82,61
0,80,63
0.26,78,58
0,85,63
0,83,56
0,82,60
0,74,62
0,80,65
0.2,85,56
0.65,83,63
0,82,64
0,85,67
0,87,60
0,86,62
0,84,61
0,82,56
0,82,69
0,85,67
0,84,61
0,83,64
0.46,81,59
0,79,54
0,82,58
0.03,86,63
0,81,63
0,73,60
0,82,56
0.2,81,52
0,82,56
0,78,56
0,,
0,81,58
0,85,63
0,83,61
0,80,64
0,75,65
0,80,48
0,74,45
0,,
0,78,46
0,78,60
0,73,57
0,78,49
0,84,51
0,86,63
0,86,66
0.32,87,58
0,65,41
0,66,40
0,70,48
0,60,43
0.11,69,47
0,65,44
0,64,39
0,71,42
0,67,56
0,75,48
0.1,72,49
0.52,65,49
0,61,37
0,73,42
0,84,46
0,81,47
0,81,57
0,83,57
0,84,55
0,81,60
0.31,81,64
0.14,76,43
0,,
0,81,60
0,85,53
0,71,43
0.5,75,42
0,64,37
0,72,37
0,61,35
0,71,37
0,65,39
0.15,72,43
0.11,66,55
1.47,73,49
0,64,38
0,70,37
0,55,44
0,74,42
0,64,42
0.43,73,41
0.05,53,33
0,58,34
0,54,27
0.11,55,28
0,49,33
0,61,38
0,68,37
0,55,24
0.58,46,34
1.82,40,37
0.05,42,37
0,45,36
0,61,35
0,42,28
0,40,22
0,55,24
0,65,26
0,73,38
0,60,27
0,65,27
0,73,45
0,73,35
0,71,54
0,65,39
0.8,44,27
0.25,34,25
0,27,19
0,23,15
0.15,29,16
0,32,29
0,36,31
0,42,34
0,41,22
0,35,22
0.07,37,24
0,30,14
0,37,20
0,33,18
0,24,0
0,27,2
0,31,22
0,37,25
0,38,12
0,41,16
0,44,22
0,43,19
0,45,21
0,40,20
0,31,18
0,27,13
0.03,45,9
0,19,6
0,13,3
0,32,5
0,14,-2
0,27,8
0.05,23,4
0,12,1
0,30,
0,36,7
0,33,18
0,38,5
0,5,-14
0.07,-4,-14
0,4,-12
0,9,-9
0,15,5
0.06,15,8
0,14,-13
0,1,-16
0,14,-16
0,19,-8
0,11,-9
0,28,
0,39,10
0,18,7
0,35,11
0.08,32,16
0.29,19,-11
0,19,-10
0,35,3
0.08,20,3
0,22,-10
0,11,-10
0,37,7
0,25,1
0,12,-3
0.08,19,0
0,16,-5
0.1,22,-5
0,23,17
0.03,29,-15
0,0,-14
0,-8,-30
0,-1,-29
0,27,-1
0,29,17
0.1,29,4
0.01,26,9
0,21,6
0,32,8
0,37,5
0,6,-13
0,3,-14
0,7,-7
0,8,-2
0,15,-4
0,28,-2
0,22,2
0,30,4
0,43,21
0,34,9
0,11,-10
0,10,-10
0,21,-4
0,46,20
0,47,28
0,35,13
0,39,19
1.6,42,33
0,40,31
0,37,21
0,35,13
0,21,7
0,27,4
0,,
0,20,10
0,45,15
0,2,-2
0,25,3
,29,4
0,,-3
0,,
0,32,-4
0.35,54,
,,-9
,,-9
0,21,-8
0,15,-5
0,31,10
0,37,23
0,49,28
0,54,28
0,51,17
0,24,17
0,44,24
1,34,13
0,14,-7
0,8,-8
0,20,-4
0,41,17
0,52,26
0,58,34
0,68,34
0,55,27
0,52,22
0,47,22
0,55,28
0,68,28
1.1,57,43
0,54,
0,28,26
0,31,22
0,29,13
0,30,14
0,36,17
0,47,21
0.15,46,33
0,38,27
0,40,22
0,46,20
0,50,23
0.65,33,27
0,35,20
0,36,16
0,44,16
0,52,28
0,49,26
0,49,23
0,62,28
0,55,36
0,57,28
0,65,29
0,69,34
0,60,46
0,73,42
0.15,60,35
0,61,34
0,51,30
0,62,39
0,73,44
0,89,42
0.15,59,33
0.28,54,34
0,54,34
0,47,27
0.5,59,38
0,55,46
0,60,38
0,61,32
0,66,35
0,70,35
0.1,71,40
0,72,46
0,76,43
0,75,40
0.7,56,35
0,64,31
0,59,35
0,70,45
0,68,54
0,73,42
0,65,44
0,69,34
0,60,34
,,
,,
,,
,,
,,
,,
,,
,,
,,
0,83,40
0,56,40
0,83,46
0,,
0,,
0.24,90,57
0,78,56
0,69,39
0,69,42
0,74,51
0.1,71,45
0.26,50,45
1.1,52,47
0,64,43
0,60,50
0,63,50
0,71,50
0.78,59,46
0,77,54
0,78,57
0.16,68,59
0.93,76,60
0,89,63
0,87,63
0,82,56
0,83,66
0.35,82,64
0,91,62
0.85,92,64
0,85,65
0,88,63
0,90,67
0.7,80,55
0,79,55
0,79,55
0,76,55
0,80,55
0,84,60
,,
,,
0,82,54
0.3,84,62
0.38,82,57
0.52,77,62
0,78,62
0,84,57
0,77,62
0.03,81,59
0.15,78,65
0.75,81,57
0,76,55
0,69,50
0,68,46
0,72,45
0.14,76,58
0,71,59
0,79,51
0,80,51
0,83,59
0,80,55
0,79,54
0,84,63
0.1,83,51
0,76,48
0.28,72,52
0,74,51
0.07,79,53
0,71,51
0,84,58
0,82,55
0,73,50
0,78,53
0.2,75,58
0,86,61
0,82,58
0,80,56
0,85,60
0,91,64
0,87,68
0,,
0,87,67
0.4,73,63
0,76,56
0,77,49
0.55,78,55
0.15,76,56
0,74,56
0,65,50
0,80,54
0.33,84,60
0,77,52
0,73,48
0,76,50
0,74,44
0,69,38
0,69,40
0,71,44
0,73,47
0,72,58
0,74,42
0,76,44
0,80,56
0,78,47
0,78,47
0,79,62
0,82,58
0,81,57
0,71,59
0,75,52
0,81,53
0,78,44
0,80,46
0,83,51
0,84,51
0,85,55
0,81,51
0.55,78,53
0.08,64,50
0,66,54
0.6,72,52
0,75,55
0.25,64,42
0,73,46
0,70,45
0,58,36
0,64,37
0.43,66,39
0,53,43
0,47,42
0,51,34
0,51,36
1.34,44,41
0.05,46,32
0,65,37
0,49,23
0.07,50,21
0,36,20
0.2,37,20
0,34,21
0,38,22
0.78,40,33
0,39,35
0.11,39,34
0,46,34
0,61,37
0,53,42
0.62,52,41
0,42,33
0,36,31
0,45,29
0,50,33
0,51,27
0,53,29
0,57,38
0.56,52,41
0,51,38
0.12,43,30
0,45,31
0,66,31
0,51,24
0,44,32
0,49,28
0,60,36
0,69,42
0,64,38
0,61,28
0,59,27
0,60,30
0,56,42
0,55,48
0,48,32
0,49,19
0,44,20
0,46,17
0,48,16
0,48,28
0,47,25
0,50,25
0,53,35
0.26,47,43
,49,28
0,33,24
0,37,25
0,53,28
0,45,28
0,33,23
0,49,25
0,47,26
0.05,33,17
0,18,2
0,19,7
0,22,3
0.1,14,5
0.05,18,7
0.1,15,-2
0,3,-12
0,11,-8
0,23,1
0,34,-6
0,3,-6
0,8,-12
0,4,-10
0,19,3
0,29,5
0,24,14
0.1,22,15
0,23,16
0.25,23,18
,24,19
0.2,25,22
0.5,24,9
0.6,32,17
0,25,10
0,25,11
0,15,-10
0,17,-4
0,21,-1
0,7,-9
0,-1,-33
0,-4,-33
0,1,-20
0,8,-17
0.05,9,-8
0.2,11,-3
0,-2,-9
0,-4,-21
0,3,-16
0,23,3
,15,0
0,26,8
0,29,18
0,29,15
0,24,15
0,29,16
0,33,11
0,26,9
0.05,20,13
0,26,20
0,28,26
1.2,,
0,33,17
0.15,30,17
0,18,-1
0,8,-1
0,13,-11
0,6,-12
0,14,-10
0,16,-4
0,9,-3
0.13,14,2
0,9,-6
0.03,28,5
0,35,25
0.16,32,23
0.14,30,20
0,27,-6
0,19,-8
0,16,-10
0,21,-10
0.1,23,5
0,25,14
0,25,4
0.15,15,6
0,18,8
0,24,
0,28,-1
0,27,3
0,28,10
0,29,17
0,21,11
0,19,9
0,11,-13
0,13,-10
0,21,-2
0,24,5
0,30,4
0,30,3
0,36,7
0,36,3
0,36,13
0,37,23
0,39,27
0.55,34,29
0,37,31
0,37,32
0.25,34,32
0.25,37,32
0.34,35,32
0.25,35,32
0.05,36,33
0,39,34
0,40,31
0,39,33
0,50,32
0,54,27
0,27,19
0,36,21
0,52,24
0,55,32
0,52,27
0,53,26
0,39,26
0,55,31
0.12,48,27
0,53,28
0,69,40
0,78,47
0,72,38
0,80,45
0,60,30
0,64,34
0,64,33
0,57,40
0.6,44,33
0,51,24
0,58,30
0,69,33
,,
,70,31
0,65,48
0,78,52
0.85,76,57
0,67,40
0,59,30
0,65,32
0,65,38
0,71,41
0,72,39
0,69,34
0,74,41
0.85,63,51
0.03,67,46
0.12,55,42
0,57,37
0,63,41
0,69,53
0.1,71,49
0,64,41
0,61,39
0,63,37
0,62,43
0,75,42
0,59,37
0,49,41
0.1,47,34
0,55,28
0,54,44
1.1,53,37
0,42,38
0,45,40
0,52,38
0,72,40
0,71,46
0,74,42
0,74,43
0,79,45
0,77,43
0,76,56
0,,
0,,
0,85,63
0.06,93,54
0,75,47
0,81,46
0,89,55
0,92,63
0,92,59
0.23,72,43
0,82,55
0.28,78,52
0,74,47
0,77,59
0,81,59
0.61,68,54
0.08,,
0.06,78,50
0,77,54
0,76,58
1.1,71,58
0,83,58
1.12,63,57
0.05,64,57
0.21,65,59
0,73,53
0,85,68
0.08,87,54
0,83,57
0.07,82,60
0.08,84,63
0,83,63
0.81,93,59
0,78,55
0,82,62
0,88,62
2.5,84,62
0,83,58
0,74,51
0,76,55
0,83,65
0,85,65
0,85,70
0.22,87,67
0.44,76,60
0,80,62
0,85,61
0,76,56
0,84,58
0,87,65
0.16,87,63
0,82,56
0,78,61
0,86,70
0,90,56
0,85,64
0,91,62
0.9,93,66
0,81,56
0,81,57
0,84,54
1.71,83,64
0,83,66
1.1,84,62
0,78,55
0,83,63
0.27,84,73
0,,
0,78,56
0.67,76,63
0,79,63
0,86,64
0,86,71
0,86,67
0.07,87,66
0,85,57
0,80,56
0.38,83,65
0,87,70
0.22,92,65
0.03,,67
0,85,68
0,91,67
0.11,91,67
0,84,62
0,80,55
0,,
0,78,53
0,79,62
0,81,65
0,85,67
0,87,64
0,90,68
0,90,68
0.65,85,54
0,75,49
0,72,50
0,82,59
0,82,61
0,85,64
0,86,70
0.9,88,64
0,79,49
0.5,76,57
0,70,49
0,67,42
0,72,49
0,73,52
0.33,,50
0,67,38
2.2,70,46
0,65,55
0,62,48
0,73,49
0,82,45
0,77,46
0.96,69,55
0.28,76,47
0,62,48
0,66,38
0,52,40
0,60,48
0.49,86,53
0,70,45
4.4,64,53
1.05,70,48
0,64,44
0,62,39
0,68,46
0,,48
0,74,50
0,74,43
0,73,44
0,74,36
0,56,32
0,62,39
0,68,46
0,77,51
0,68,34
0,76,38
0,88,48
0,80,49
0,79,48
0,77,49
0,66,39
0,64,39
0,68,30
0,68,32
0,60,30
0,56,33
0,59,33
0,,38
0,68,30
0,59,36
0,73,44
0.27,68,47
0,54,47
0.8,57,37
0.08,43,31
0,35,27
0,43,25
0,62,33
0,50,26
0,49,27
0,55,32
0,58,35
0,57,34
0,45,21
0,49,23
0,59,36
0,65,40
0,72,38
0.3,67,42
0,47,29
0,47,32
0.1,42,30
0.03,33,28
0,37,24
0,46,29
0,34,29
0,33,21
0,34,23
0,35,13
0.1,27,13
0,28,15
0,21,4
0.25,25,6
0,28,0
0,24,3
0,31,16
0,37,16
0.4,49,35
0.1,37,14
0,18,4
0,23,6
0,21,9
0,22,9
0,17,-3
0,16,-1
0,16,-4
0,13,-3
0,25,0
0,37,12
0.6,26,9
0,10,-8
0,0,-12
0,10,-4
,18,10
0.05,19,13
0,15,2
0,17,-1
0,11,-3
0.25,21,4
0,29,6
0,19,6
0,22,18
0,26,21
0.35,24,7
0,9,-6
0,11,-2
0,23,10
0,27,16
0.36,35,23
0.35,35,-1
0.05,4,-7
,5,-6
,22,0
,26,-4
0,19,-3
,26,17
0.1,26,16
,16,-6
0,8,-10
0.2,17,2
0.18,20,3
,6,-3
,7,-10
0,14,2
,19,6
,9,-8
,23,6
,28,-6
0.03,-2,-19
,5,-12
,3,-18
,10,-8
,-1,-18
,16,-6
,30,0
,21,9
,27,16
,33,17
,33,18
,18,-7
0.17,10,-1
0.2,16,-3
,-2,-9
0.08,1,-8
,16,0
,30,14
,36,23
,27,-8
,-1,-20
,-3,-18
,1,-10
,23,-4
,35,19
,38,24
,40,30
,42,27
,42,31
,46,34
,41,16
0.07,30,9
0.15,,
,24,17
,21,-1
,21,11
,31,-6
0.03,5,-7
0.15,19,-8
,27,-8
,28,3
,35,-9
,16,-8
,41,13
,15,-1
0.05,19,0
0.2,30,11
,20,12
,28,15
,32,12
,38,12
,42,13
,22,4
,24,7
,44,21
,42,32
,51,34
,47,28
,38,27
,50,37
,51,28
0.55,35,31
0.6,35,26
,26,11
,29,11
,30,22
,32,20
,33,21
,40,25
,38,28
0.43,39,31
0.42,42,31
,50,28
0.08,55,33
,56,31
,45,27
0.13,57,35
,58,33
,62,37
,61,45
0.4,54,45
,50,34
,61,34
,73,43
0.4,47,33
0.4,38,32
0.22,44,29
,42,27
0.23,39,32
0.25,41,33
0.06,38,31
,45,27
0.33,44,34
0.08,45,37
,46,29
,60,30
0.2,58,40
,45,34
,58,34
,64,37
0.32,63,41
,54,29
,55,27
,51,27
,60,39
0.25,65,44
,64,41
,70,43
0.2,72,51
0.5,72,51
,71,55
,86,56
0.4,75,47
,53,40
,46,39
0.58,48,39
,65,32
,71,36
,71,49
0.5,70,54
0.93,63,56
0.3,76,53
,67,53
,71,51
1.9,66,47
,59,41
,68,50
0.3,59,45
,70,49
,69,56
0.55,87,54
,67,46
,76,59
,85,69
,86,56
,84,56
,88,64
,99,73
,94,61
,71,47
0.39,62,50
0.15,,
,71,53
,68,53
0.28,75,54
3.05,60,57
,,
,76,53
,82,60
1.6,71,59
0.8,67,58
0.3,64,54
,70,41
0.1,74,37
,76,52
0.11,,
,76,52
,81,61
,87,57
,92,74
0.28,91,56
,84,60
,84,62
,87,63
,85,54
,87,62
0.15,89,63
0.5,89,67
1.5,90,66
,,
0.03,74,54
0.7,72,61
0.25,,
0.1,85,70
,91,77
,94,76
,96,76
,93,76
,94,58
,84,50
,89,68
,87,63
,81,58
0.06,91,68
0.22,,
,87,70
,78,51
,87,67
,86,72
,90,74
,92,74
,85,55
,83,59
,85,60
,80,69
,86,63
,80,62
,84,56
,73,50
,70,56
0.45,81,57
,81,57
,76,54
,84,63
,78,51
,80,
,82,60
,76,54
,73,50
,83,52
0.2,83,62
,89,63
,79,49
,80,63
,87,52
,79,55
0.2,75,48
0.25,78,61
,67,62
,87,67
0.05,89,63
,73,61
,74,46
,67,40
,72,46
,73,47
,79,46
,78,55
,83,55
,86,62
0,89,45
,55,40
,57,28
,56,41
,52,42
0,59,50
,66,42
,79,54
0.15,65,48
0.06,56,44
,59,31
,69,33
,69,32
,67,39
,72,47
,79,43
,87,56
,67,38
,65,32
,72,50
,82,52
,83,54
,86,59
,84,55
,79,59
0.47,79,60
0.05,74,56
,78,56
,70,51
0.1,74,53
0.25,65,44
,65,42
,58,34
0.05,61,38
,57,32
,56,32
,48,24
,42,26
,52,27
,66,31
0.08,64,33
,66,35
,65,39
,56,36
,49,25
,52,29
,55,20
,54,26
,50,26
,59,29
,59,38
,44,17
,52,21
,54,33
,60,38
,47,22
,49,28
,46,25
,46,21
,58,27
,60,36
,48,30
,51,28
,44,13
,36,8
,37,17
,52,21
,22,0
,26,5
,40,26
,41,26
,49,27
,60,38
,51,34
,37,26
,33,14
,48,16
,41,23
,40,20
,24,6
0.1,33,17
,33,19
,26,5
,16,-5
,26,5
,35,12
,24,-3
,18,4
,40,14
,37,32
,37,24
0.05,36,27
0.2,38,25
,29,8
,27,19
,40,21
,51,23
,34,7
,33,15
,37,10
,32,13
,37,17
,36,25
,51,22
,30,20
,46,27
0.18,40,31
,37,31
0,39,21
0,26,10
0,20,4
0,33,18
0,47,25
0,56,33
0,46,17
0,40,16
0,42,24
0,51,28
0,54,26
0,26,2
0,10,-4
0,21,-2
0,34,17
0,44,13
0,21,2
0.24,13,-3
,27,-12
0.04,4,-10
0,8,-17
0,24,8
0.1,28,19
0,21,15
0,26,17
0,30,24
0,38,19
0,34,14
0.1,31,14
0,36,17
0,46,35
0,46,25
0,50,21
0,48,26
0,30,22
0,39,23
0,41,19
0,48,17
0,24,1
0,31,11
0,39,-4
0,8,-6
0,21,-3
0,31,10
0,26,15
0,37,17
0,39,18
0,39,15
0,37,8
0,41,19
0.3,42,27
,33,27
,34,24
0,41,24
0.13,29,16
0,26,1
0,31,10
0,28,7
1.45,29,13
,31,23
0,29,22
0,33,20
0,27,16
0.2,25,12
,29,8
0,41,25
0,,0
0,32,19
0,43,15
0,48,23
0,67,40
0.15,60,42
0,59,29
0,73,36
0,64,31
0,74,35
0,78,52
0,77,54
0,83,60
0.1,72,47
0.13,58,43
0.03,61,44
0,60,44
0.12,69,38
0,74,29
0,49,30
0,57,43
0,66,32
0.16,60,39
0,65,44
0,63,39
0,80,45
0,83,45
0,81,43
0,64,31
0,62,33
0,63,35
0,62,42
0,58,32
0,63,27
0,51,19
0,47,16
0,57,31
0.6,53,44
0.1,57,45
0.4,69,52
0,66,33
0,46,30
0,65,44
0,60,39
0.4,43,30
0.17,58,40
0,64,36
0,55,32
0,72,45
0.06,83,58
0,83,43
0,62,42
0.45,56,36
0,45,40
0,49,43
0,71,46
0.65,82,50
0,80,61
0,79,53
0.9,72,55
3.78,62,53
0,66,46
0,65,44
0.2,60,44
0,66,46
0,80,51
0,62,42
0,69,41
0,76,51
0,86,58
0,71,39
0,77,60
0,91,63
0.02,92,62
0.99,80,48
0,65,47
0,75,57
0.33,84,56
1.55,,
0.18,61,46
1,62,56
0,75,57
0.95,86,55
0,71,46
0,62,40
0,55,44
0,63,42
0,68,49
0,77,50
0,87,53
0,84,52
0,84,60
0,87,64
0,87,67
0,88,66
0,89,55
0,75,43
0.23,73,54
0.05,78,56
0,88,58
0,79,58
0,82,52
0,88,69
0,93,68
0,91,62
0,73,54
0,79,53
0.22,82,59
0,83,60
0,85,59
0,83,60
0,98,64
0.75,88,60
0,88,60
0,90,71
0,92,72
0,97,75
0,95,75
0,90,75
0,98,63
0,82,63
0,85,62
0,84,55
0,86,56
0,86,64
0,86,67
0,90,60
0,91,62
0,92,73
0,95,68
0.03,96,69
0,89,65
0,94,69
0,94,71
0.06,89,71
0,98,72
0,91,72
0,97,76
0,93,58
0,87,60
0,81,60
0,80,63
0.75,82,65
0,89,57
0,90,68
0.35,96,62
0,86,58
1.75,91,60
0,78,51
0,79,56
0,89,58
0.2,87,62
0,79,58
0,76,52
0,74,45
0,71,56
0.15,64,48
0,80,50
0,79,62
0,82,53
0,71,42
0,73,47
0.15,74,53
0,75,47
0,76,47
0.05,82,57
0,89,64
0.3,88,60
0,84,64
0.15,70,64
0,83,56
0,87,63
0,92,62
0,94,70
0,96,59
0,83,52
0,87,60
0,89,60
0,89,62
1.3,90,53
0,78,47
0,81,54
0,68,42
0,81,44
0,76,53
0,83,64
0.33,94,51
0,58,42
0,73,42
0,80,42
0,82,55
0.4,81,45
0,61,33
0,61,45
0,72,40
0,65,47
0,70,33
0,57,26
0,63,30
0,79,42
0,70,32
0,65,29
0,70,36
0,77,45
0,81,44
0,82,51
0,67,31
0,72,47
0,77,38
0,49,27
0,48,29
0,42,22
0,56,32
0.22,,
0,68,26
0,60,38
0,45,17
0,55,32
0,66,38
0,59,28
0,68,40
0.15,74,50
0.46,53,37
0.04,45,38
0,41,37
0,57,39
0,62,42
0.05,55,45
0,59,45
0.15,46,29
0.05,33,30
0,36,21
0,38,27
0,48,34
0,,30
0,53,25
