PRCP,TMAX,TMIN
1.2,40,29
0,46,21
0,43,31
0,45,28
0,45,26
0,40,18
0,46,18
0,26,13
0,30,5
0,50,20
0,54,22
0,64,27
0,67,35
0,61,30
0,52,32
0,47,40
0,59,27
1.17,49,40
0.59,40,33
0,35,27
0,35,21
0,40,33
0,34,17
0,28,14
0.01,34,17
0,39,33
0.01,34,26
0.72,33,21
0.04,26,15
0.12,27,22
0,23,13
0,17,-1
0.05,27,9
0,25,15
0,27,16
0.11,30,21
0,30,14
0,30,16
0,26,13
0.01,23,10
0,24,4
0,33,21
0,22,5
0,10,-8
0,17,-4
0,29,15
0,29,24
0,29,-2
0,5,-14
0,26,-2
0,23,11
0,26,15
0,22,8
0,31,7
0,34,30
0,34,9
0,33,10
0,33,-3
0.21,4,-4
0,21,-3
0,27,3
0.13,20,8
0,20,1
0,25,15
0,23,6
0,12,-6
0,3,-19
0,26,-13
0,34,4
0,30,14
0,35,23
0,33,13
0,32,19
0.02,21,6
0,35,9
0,9,-14
0,-8,-32
0,-12,-34
0,24,-12
0,33,19
0,32,8
0.01,8,-4
0,8,-3
0,23,-6
0.1,30,8
0,8,-7
0.12,18,-4
0,-4,-20
0,-11,-20
0.02,-3,-13
0,-3,-22
0,12,-5
0,20,-15
0,25,11
0.03,20,6
0.09,12,-2
0,3,-17
0,1,-16
0,6,-12
0,2,-6
0,3,-19
0.09,3,-10
0,3,-26
0,12,-15
0,17,-5
0,31,8
0,31,7
0,35,23
0,24,-5
0,29,-3
0.03,36,15
0,21,6
0,30,-7
0,37,16
0.01,35,8
0,14,-10
0,30,12
0,20,-4
0.06,23,9
0,31,-5
0,30,15
0,42,17
0,29,17
0.01,25,9
0,9,-12
0.35,32,3
0,20,-7
0,22,-11
0,42,15
0,38,7
0,25,3
0,27,10
0,40,19
0,45,30
0.09,38,27
0.27,41,25
0,48,29
0,52,36
0,50,34
0,48,30
0,37,25
0,56,25
0,50,34
0.64,45,35
0,40,29
0,39,24
0,34,24
0,42,29
0,37,30
0.02,35,29
0,38,22
0,35,19
0.01,39,19
0,34,13
0,35,26
0,52,21
0.06,50,24
0,43,21
0,65,24
0,64,37
0.03,46,20
0,40,21
0,62,32
0,65,31
0.03,53,33
0,50,32
0,49,33
0,47,32
0,63,24
0,64,35
0,78,41
0.1,67,34
0,45,35
0,58,30
1.75,48,32
0,44,31
0,50,32
0,46,32
0,61,29
0,61,35
0.26,51,39
0.14,51,43
0.13,53,44
0.24,60,43
1.97,55,36
0.29,55,35
0,60,36
0,58,37
0.12,62,42
0,60,38
0,53,31
0,58,38
0,63,39
0,65,41
0.1,64,41
0.46,67,50
0.01,57,50
0,62,49
0,75,43
0,84,55
0,87,59
0,83,59
0,86,61
0,85,58
0,87,59
0.14,85,61
1.72,79,54
0.22,70,58
0,76,54
0,82,57
0.12,80,60
0.12,72,60
0.86,61,53
0,60,46
0,69,41
0,83,49
0,84,57
0,81,59
0.09,75,57
0,81,61
0,81,57
0.83,80,63
0,84,50
0,89,60
0,67,42
0,77,51
0,88,64
0,86,67
0,79,54
0,76,50
0,68,46
0.32,67,55
0.02,77,59
0,75,59
0.35,61,44
0,66,41
0,73,44
0,74,48
0,73,50
0,75,52
0,80,51
0.26,78,58
0,77,54
0,83,56
0,85,61
0.01,88,61
0.39,77,53
0,65,49
0,66,46
0,72,46
0.7,80,52
0,77,53
0.85,76,54
0,82,57
0,87,67
0.28,82,66
1.23,75,61
0,78,57
0.48,73,60
0.03,73,57
0,80,57
1.27,81,60
0,78,54
0,79,61
0.84,78,63
0.15,85,65
0,85,53
0,84,62
0,82,59
0,76,59
0.2,72,63
0,73,58
0.06,76,58
0,80,58
0,85,62
0.04,82,65
0,73,59
0,70,58
0,66,48
0,75,46
0.11,71,58
0.14,68,58
0.11,71,48
0,64,48
0,70,45
0,80,54
0,84,63
0,83,59
0,88,68
0,89,69
0,88,55
0,91,70
0,91,69
0,89,67
0,91,70
0,90,73
0.17,82,65
0.36,65,59
0.09,60,50
0.11,68,50
0.13,62,59
0.1,70,58
0,82,53
0,85,55
0,85,56
0.32,75,59
0.02,68,57
0,63,48
0,67,41
0,72,52
0,76,46
0,78,45
0.33,78,62
0,72,49
0,68,40
0.04,72,49
0,73,62
0,72,55
0.28,70,57
0.03,68,59
0,73,42
0,73,52
0,82,53
0,80,46
0,83,47
0,89,64
0.74,83,56
0,70,39
0,63,39
0,70,44
0.01,65,55
0.76,59,41
0,55,36
0,58,39
0.04,63,42
0,52,31
0,71,30
0,77,42
0,76,50
0,70,54
0,74,41
0.34,66,48
0.96,54,37
0,69,32
0,55,40
0,58,31
0,69,50
0,64,43
0,54,34
0,70,37
0,56,36
0,43,24
0,52,33
0,49,24
0.16,31,16
0,38,9
0.23,37,29
0.03,43,36
0.07,44,37
0.04,46,33
0,48,20
0,57,30
0,64,43
0,60,39
0,40,24
0,44,21
0.76,43,39
0.28,41,32
0.02,40,30
0.98,40,34
0,38,33
0,43,30
0,60,34
0,55,37
0,40,26
0,42,23
0.03,39,34
0.02,39,32
0.02,33,29
0,31,29
0,31,16
0,28,18
0,30,23
0,31,22
0,31,20
0.01,32,24
0,33,26
0,32,27
0.01,32,24
0,34,20
0,41,27
0,45,25
0,36,25
0,35,21
0.03,31,20
0,28,12
0,37,13
0,31,19
0,28,19
0,23,7
0,8,-4
0,5,-5
0.22,2,-4
0,1,-24
0,5,-21
0,0,-10
0,-1,-18
0,5,-13
0,18,0
0,15,7
0,14,-9
0,19,-7
0,10,1
0,11,-14
0,22,7
0,33,11
0,32,15
0,32,13
0,31,18
0,43,18
0,36,15
0,25,5
0,30,13
0,32,7
0,45,27
0,38,21
0.2,34,28
0.77,33,22
0.02,22,4
0.66,44,37
0.02,54,35
0,61,35
0,68,33
0.02,74,50
0.17,61,48
0.02,64,49
0,75,45
0,70,51
0,66,40
0,64,43
0,56,34
0,60,35
0,58,31
0,76,36
0,75,38
0,72,34
0,78,49
0,75,50
0,85,43
0.1,88,56
0,78,52
0,81,44
0.24,80,50
0,61,44
0.65,59,45
0.75,56,49
0,74,49
0,68,50
0,76,47
0,81,49
0,92,59
1.61,88,60
0,86,59
0,83,58
0,86,62
0,90,68
0,94,68
0,85,59
1.14,84,65
0,84,67
0,87,63
0,91,69
0,86,64
0,74,55
0,76,49
0,84,54
0,86,63
0,85,66
0,82,55
0,74,59
0.31,70,58
0.35,65,60
0.67,77,59
0,83,59
0,81,61
0,80,61
0,79,59
0,79,53
0,86,62
0,85,56
0,74,53
0,77,48
0,83,51
0.01,89,58
0,89,63
0,86,64
0,87,66
0.21,87,61
0,86,64
0,83,58
0,84,56
0,82,52
0,86,55
0,83,63
0,85,49
0.04,87,63
0,91,65
0,92,60
0,93,70
0.32,88,67
0,80,53
0,76,60
0,81,59
0.03,71,60
0,76,60
0,79,60
0,100,69
0,96,71
0,95,69
0.52,90,65
0,88,66
0.02,86,67
0.25,85,71
0.18,81,65
0,74,62
0,73,53
0,76,50
0,76,48
0,79,45
0.65,70,55
0,65,56
0,85,55
0,78,44
0,65,44
0.05,65,52
0,69,43
0.31,69,42
0,49,40
0.16,60,39
0,67,36
0,69,45
0.09,59,36
0.17,66,49
0,73,45
0,68,36
0.02,70,58
0,75,49
0.62,65,53
0,64,48
0,62,50
1.92,64,50
0.01,65,53
0,65,50
0,72,48
0,68,54
0,62,36
0,72,39
0,65,52
0,72,52
0,73,61
0.16,75,64
1.96,72,50
0,68,47
0,64,36
0,63,41
0,78,45
0,70,49
0,51,32
0,66,40
0,66,32
0,65,32
0,69,38
0,76,50
0,76,49
0,78,45
0,70,52
0.21,69,38
0,60,40
0.06,50,29
0,45,35
0,54,26
0,51,33
0,49,35
0,45,30
0,40,31
0,35,22
0,33,20
0,31,15
0,35,20
0,38,28
0,28,13
0,30,8
0,42,16
0,57,26
0,61,38
0,62,40
0,62,37
0,40,28
0,35,19
0,53,30
0,45,30
0,43,24
1,43,29
0.5,41,24
0,44,26
0,38,23
0.05,42,22
0,37,31
0.05,45,31
0,37,25
0,32,21
0,52,23
0,43,22
0,39,19
0,36,31
0,35,24
0,26,17
0.05,20,12
0,28,5
0,35,12
0,50,25
0,38,13
0,15,-1
0,30,13
0,30,17
0.05,27,8
0.25,13,6
0,12,1
0,12,-14
0,22,6
0.01,22,15
0,16,0
0,14,-14
0,21,3
0,37,16
0,30,14
0.31,25,20
0.09,25,19
0,23,15
0.06,26,13
0.05,25,11
0,12,-2
0,0,-22
0,13,-25
0,-12,-28
0,7,-14
0,8,-11
0,7,-9
0,5,-9
0.01,2,-15
0,3,-20
0.02,5,-11
0,2,-19
0,2,-15
0,-4,-15
0,-2,-23
0,14,-2
0,37,12
0,33,3
0,51,32
0,41,25
0,33,14
0,24,0
0,33,22
0,30,20
0,26,19
0,31,12
0,30,11
0,39,20
0,35,27
0,27,9
0,38,11
0,41,16
0,41,28
0,39,-7
0.15,8,-1
0.11,20,3
0,18,-11
0,14,-19
0.02,19,12
0,16,4
0,17,-7
0,19,-5
0.07,20,-3
0,31,9
0,43,7
0,45,21
0,40,14
0,19,10
0,31,15
0,41,23
0,47,29
0,45,29
0,43,26
0,42,28
0.35,34,24
0,28,10
0,21,3
0,20,-1
0,38,7
0,46,26
0,50,29
0,45,19
0,55,25
0,62,33
0,62,34
0,45,28
0,56,27
0,54,32
0,36,22
0,42,30
0,41,26
0,48,20
0.33,42,31
0,43,26
0,42,30
0.05,52,32
0,42,23
0,27,15
0,43,13
0.12,41,26
0,31,13
0.06,30,15
0,28,7
0.06,26,10
0,11,-4
0,26,-7
0,45,20
0,43,16
0,46,21
0,39,30
0,42,34
0,49,28
0.06,45,28
0.17,53,31
0,52,28
0.2,41,29
0.05,39,25
0,50,22
0,60,33
0,58,30
0,55,28
0,60,33
0,64,40
0.38,59,45
0.54,49,42
0.03,46,35
0,50,31
0,50,31
0,58,30
0,72,35
0,70,35
0,69,52
0,74,46
0.1,73,42
0,51,35
0,53,28
0,68,31
0,79,44
0,82,50
0.04,80,53
0,76,47
0,74,43
0,66,31
0,78,42
0,73,51
0,62,28
0,69,35
0,65,44
0,61,29
0.36,60,41
0,47,36
0.11,67,41
0.08,62,40
0.46,63,45
0,58,37
0.45,57,42
0.05,52,40
0,56,33
0.1,70,47
0,65,40
1.07,60,39
0.01,59,49
0,84,58
0.4,80,59
0.12,69,50
0,60,41
0,62,36
0.06,62,43
0,71,41
0.1,82,50
0.01,82,59
0,77,56
0.66,71,52
0,78,42
0.06,67,45
0,76,45
0,88,59
0,87,61
0,85,62
1.07,79,54
0,72,50
0,74,51
0.42,69,54
0.2,68,52
0.05,67,49
0,75,45
0,78,52
0,78,56
0,74,51
0,65,41
0,73,43
0,90,49
0,87,55
0,100,64
0.19,82,64
0.05,78,60
0,75,52
0,78,48
0,80,50
0,83,52
0,85,53
0,87,64
0,91,65
0,85,55
0,92,60
0,92,64
0.3,87,64
0,82,57
0,89,58
0,93,67
0,96,69
0,98,73
0.1,93,69
0,86,67
0,81,66
0,98,71
0,100,69
0.57,95,65
0,85,56
0,88,60
0,95,70
0.02,86,70
0.1,88,68
0.53,89,68
0,89,70
0,89,63
0,93,64
0.19,92,65
0,88,60
0,87,65
0.02,86,55
0,83,59
0,72,55
0,79,50
0,80,50
0,86,55
1.25,83,55
0,68,49
0,75,50
0,79,52
0,79,59
0,78,55
0,76,54
1.54,71,63
1.56,75,63
0.05,78,54
0,78,60
0,77,52
0,84,59
0,83,65
0,80,64
0,77,56
0,85,55
0,85,61
0,89,61
0.36,81,65
0,74,48
0,77,48
0,79,57
0,85,60
0,84,58
0,73,48
0,75,44
0,73,51
0,73,49
0,64,42
0,61,38
0,57,44
0,67,31
0,75,41
0,72,47
0.08,76,52
0,83,50
0,75,53
0,75,51
0,85,54
0.48,79,54
0.13,55,40
0,61,36
0,76,39
0,70,48
0,81,44
0,78,54
0,87,48
0,84,52
0,66,46
0,63,49
0,60,23
0,76,40
0.15,76,47
0,80,42
0,88,47
0,83,49
0,57,37
0,65,32
0,52,25
0,46,30
0,56,19
0,70,41
0.02,71,53
0.03,64,39
0.06,43,35
0,62,20
0,67,39
0,72,31
0,83,51
1.67,79,53
0,68,40
0,62,43
0,57,36
0,58,28
0,59,35
0,70,39
0,59,36
0,59,36
0,53,29
0,71,39
0,67,43
0,65,29
0,73,43
0,65,31
0,67,30
0,65,46
0,65,53
0.29,57,53
0,59,50
0.05,61,51
0,56,40
0,47,31
0,38,25
0,39,19
0,38,27
0,50,23
0,54,32
0,51,39
0.11,48,44
0.06,45,37
0,42,28
0,35,27
0.04,31,22
0,26,19
0,41,15
0,43,19
0,58,25
0,48,23
0,45,39
0,42,26
0,46,19
0,61,34
0,53,21
0,33,17
0,29,10
0.05,38,25
0,34,11
0,28,11
0.03,28,18
0,25,20
0,25,10
0,33,4
0,27,12
0,37,15
0,41,20
0,35,25
0,32,13
0,18,-1
0,38,9
0,49,24
0,50,25
0,42,29
0,42,30
0,30,25
0.05,30,26
0,27,15
0,21,10
0,20,6
0,27,8
0,23,9
0,22,9
0,37,17
0,33,15
0,20,5
0,27,2
0,33,15
0,30,19
0,40,20
0,35,20
0,37,15
0,34,15
0,39,13
0.18,32,19
0.06,29,14
0,30,12
0,29,10
0.01,27,15
0.09,28,6
0.21,27,19
0,31,24
0.28,32,11
0.48,13,-10
0,-2,-10
0.03,4,-9
0,16,-10
0,22,-8
0,22,2
0,20,2
0,33,20
0,30,-7
0,23,-7
0.05,35,0
0,24,-12
0,37,20
0,37,28
0.01,36,14
0,23,12
0.08,23,9
0,17,3
0.15,22,10
0,26,0
0.01,11,-3
0,15,-5
0,30,11
0,30,20
0.11,29,7
0.09,8,0
0,7,-9
0,6,-7
0,2,-7
0,5,-20
0.15,18,-10
0,13,-9
0,15,-18
0,9,-8
0,20,5
0,15,6
0,23,10
0.08,30,19
0.05,27,15
0,29,5
0,35,10
0,37,19
0,34,16
0,25,7
0,34,9
0,35,22
0,33,20
0,35,10
0,32,13
0,30,9
0,19,3
0,23,-3
0,33,2
0.01,37,27
0.09,32,18
0,26,15
0,24,0
0,30,15
0.06,27,9
0.1,28,17
0.13,27,5
0,17,-12
0,25,0
0,43,0
0,41,23
0,40,27
0,51,28
0,60,32
0,62,30
0,45,32
0,44,26
0.35,41,28
0,35,19
0,33,11
0.48,23,-1
0,27,17
0,35,23
0,27,11
0,36,3
0,31,12
0,21,5
0,22,8
0,31,5
0,35,12
0,39,21
0,43,30
0,44,20
1,43,31
0.02,33,30
0,37,27
0,42,25
0,48,28
0.14,50,37
0.28,46,37
0.13,48,37
0.26,54,40
0.9,53,40
0,46,35
0,40,32
0,48,28
0.08,48,33
0.16,53,32
0.09,56,47
0,52,45
0.17,52,42
0.54,52,42
0.72,55,47
0.18,59,45
0,51,39
0,48,36
0,61,32
0.18,60,42
0,62,39
0.04,64,45
0,74,48
0,70,47
0,65,49
0.18,60,46
0,69,42
0.04,71,42
0.56,70,51
0,69,42
0,69,44
0.03,66,49
0,68,35
0,79,42
0,85,52
0,84,52
0,90,59
0,91,60
0.13,84,52
0.32,88,54
0.21,79,54
0,81,48
0,81,58
0.02,75,46
0,77,45
0,68,50
0,74,50
0,71,46
0,66,45
0,71,42
0.04,73,44
0.49,82,49
0.88,78,58
0,78,53
0,77,48
0,75,44
0.05,72,55
0.43,61,52
0,67,47
0.43,65,53
0.01,76,50
0.02,76,55
0.64,76,57
0.08,69,50
0.08,77,54
0.12,76,53
0.23,71,56
0,84,61
0.24,84,63
0.01,83,63
0.39,79,60
0,83,57
0,83,60
0,87,60
0.06,86,69
0,84,54
0,90,66
0,89,71
0,88,70
0,89,70
0,92,69
0,93,67
0,94,65
0.03,92,70
0,85,63
0,87,62
0,87,65
0,82,56
0.04,72,50
0,75,47
0,72,45
0,82,50
0,88,56
0,90,64
0,94,70
0,92,70
0,93,72
0,90,62
0.01,87,61
0,84,57
0.1,89,64
0.04,87,65
0,88,57
0,86,50
0,92,62
0,90,59
0,93,64
0,98,70
0,97,65
0,93,70
0.22,90,67
0,83,57
0,90,57
0,85,65
0,81,59
0,80,52
0,85,52
0,87,68
0,90,57
0,87,60
0.11,94,58
0,91,60
0,78,50
0,78,58
0,81,56
0,85,62
0.02,70,48
0.03,73,54
3.61,84,53
0,87,65
1.08,83,65
1.2,77,64
0,90,70
0,88,71
0,85,61
0.31,72,54
0,81,52
0.39,83,63
0,80,66
0,77,63
0,84,58
0,81,60
0,88,59
0,87,51
0,74,50
0.24,70,52
0,75,43
0,73,49
0,64,40
0.25,79,48
0,88,60
1.27,78,48
0,60,35
0,69,35
0,72,48
0,63,52
0,74,48
0,71,52
0.49,68,54
0.05,59,45
0.06,49,42
0,59,40
0,65,40
0,60,40
0,64,35
0,67,35
0,70,39
0.11,69,48
0,66,42
0.11,67,38
0,63,42
0,53,30
0,67,34
0,78,41
0,80,49
0,72,49
0,78,38
0,79,58
0,78,55
0.23,75,40
0,57,33
0,66,34
0,83,51
0,84,47
0,83,42
0,59,33
0,58,32
0,60,32
0,61,32
0,75,31
0,75,40
0,64,42
0,69,40
0.05,65,39
0.38,41,35
0,50,27
0,56,30
0,60,37
0,41,31
0,53,21
0,64,35
0,63,32
0,62,34
0,69,40
0,67,40
0,73,41
0,67,45
0,61,50
0,60,47
0,57,37
0.25,43,37
0.08,47,28
0.11,44,32
0.1,38,22
0.07,33,13
0,46,23
0,64,35
0,61,35
0,52,30
0,60,36
0.51,58,32
1.33,33,22
0,24,16
0,25,10
0,19,2
0,18,3
0,8,-7
0,16,8
0,24,3
0,23,16
0,38,20
0.2,22,6
0,25,-1
0,23,10
0,32,15
0,41,26
0,38,20
0,25,4
0,28,18
0.01,28,22
0,32,20
0,34,25
0.04,26,18
0,27,18
0,33,21
0.18,22,1
0,14,-10
0,20,-1
0,0,-11
0,10,-15
0,37,9
0,36,10
0,30,4
0,27,14
0,18,11
0,23,15
0,24,10
0.04,25,18
0,27,18
0,29,25
0,30,22
0,30,12
0,28,20
0.2,28,20
0.28,27,1
0,2,-8
0,0,-22
0,25,-2
0.01,27,-13
0,-10,-23
0,-4,-21
0,14,-15
0.06,23,7
0,17,4
0,32,13
0,26,7
0,17,-2
0,29,1
0,15,1
0,17,-9
0,33,8
0.02,32,-2
0,30,-9
0,34,17
0,29,14
0,31,17
0,32,17
0,22,8
0,10,-6
0,24,-9
0,38,18
0,38,17
0,38,10
0,37,20
0,37,1
0.02,16,3
0,33,7
0,10,-8
0.02,5,-2
0,11,-9
0,34,2
0,37,15
0,43,29
0,38,31
0,38,15
0,42,32
0,42,17
0,38,22
0.09,45,34
0.1,39,30
0,36,30
0,36,27
0,42,28
0.05,40,25
0,29,12
0,33,18
0,48,25
0,55,32
0,54,32
0,56,34
0,48,31
0,42,20
0,41,7
0.02,23,14
0.05,23,15
0,21,10
0,13,5
0.28,14,0
0,34,2
0,32,18
0,30,15
0,37,25
0.1,36,16
,37,30
,39,13
0,35,8
0,35,26
0,38,18
0.02,35,13
0,48,13
0,60,36
0,69,37
0,68,34
0,35,13
0,48,24
0,64,36
0,61,35
0,69,32
0,58,38
0,52,31
0,61,37
0.3,57,35
0,48,35
0,50,27
0,61,26
0,72,40
0,71,34
0,57,24
0,66,35
0,67,30
0,63,41
0,64,30
0,68,35
0,74,48
0,65,27
0,63,31
0,79,45
0.16,76,54
0.13,80,48
0.36,78,55
0,65,52
0,61,41
0,62,39
0,61,40
0,61,35
0.05,65,35
0.36,65,43
0.14,47,35
0,55,31
0,57,31
0,60,31
0,60,34
0,58,44
0.03,56,40
0,57,40
0.3,51,23
0,54,27
0,75,35
0,74,40
0,55,25
0,60,28
0,77,37
0,78,45
0,75,48
0,73,37
0.01,73,50
0,69,40
0,79,42
0,78,43
0,70,52
0,68,37
0,78,35
0,83,52
0,85,52
0.02,77,55
0.15,73,52
0,68,45
0,73,40
0,75,44
0,75,46
0,79,48
0.04,78,47
0,72,47
0,72,46
0,74,53
0,79,53
0,83,54
0,83,54
0,85,50
0,88,57
0,88,59
0,86,60
0,91,61
0,91,66
1.27,88,66
0,91,61
0,87,73
0,90,54
0,83,56
0.18,81,49
0,78,49
0,82,63
0.01,80,43
0,78,41
0,88,54
0,89,62
0,88,60
0,84,56
0.89,82,56
0.02,84,48
0,,
0,79,44
0,80,44
0,81,52
0,77,48
0,80,52
0,80,48
0,81,49
0,86,55
0,88,55
0,89,61
0,88,57
0,91,58
0,103,70
0,104,72
0,98,64
0,91,62
0,98,70
0.9,96,64
0.57,88,61
0,76,49
0,85,49
0,87,60
0,92,74
0.2,90,67
0,84,54
0,89,64
0,86,65
0,93,55
0,94,65
0.43,93,65
,87,56
,80,64
0,88,57
0,89,67
0,81,55
0,78,50
0,81,49
0,85,59
0,95,62
0.06,94,59
0,75,48
0,83,47
0,84,59
0,87,62
0,93,60
1.05,91,58
0,85,61
0,78,58
0,80,58
0,76,47
0.22,76,59
0,91,54
0,94,71
0,92,70
0,90,62
0,92,66
0,92,64
0,95,61
0,92,64
0,89,63
0.24,96,65
0,95,59
0,76,51
0,89,49
0,95,50
0.37,94,63
0,76,48
0,89,55
0,83,62
0,82,45
0,89,56
0,101,57
0,98,71
0.14,89,53
0,67,42
0,81,43
0,89,49
0,88,60
0.05,,66
0,73,45
0,67,44
0,77,38
0,80,50
0,86,59
1.54,81,53
0,67,40
0,67,42
0,75,37
0,67,32
0,70,40
0,68,49
0.38,63,36
0,51,36
0,60,29
0,74,37
0,85,45
0,80,54
0,77,41
0,85,55
0,76,46
0,60,35
0,49,24
0,48,21
0,65,30
0,63,32
0,76,39
0,79,50
0,71,46
0,67,40
0,74,47
0,65,35
0,37,27
0,43,13
0.3,39,30
0.11,33,27
0,44,25
0,41,21
0,49,18
0,46,18
0.58,39,25
0,34,20
0.01,33,23
0,38,10
0,50,25
0,56,31
0,55,32
0,56,27
0,65,35
0,59,35
0,45,25
0,35,28
0,48,20
0,43,32
0,36,15
0,53,15
0,50,30
0,39,18
0,24,5
0,20,8
0,31,13
0,39,20
0,44,15
0,46,14
0,51,25
0,58,29
0,45,24
0,41,28
0,35,19
0,29,18
0,26,9
0,41,22
0.02,42,14
0,35,15
0,16,-6
0,6,-10
0,11,-5
0,18,-7
0.02,21,-7
0.06,20,-11
0,35,3
0,34,13
0.21,29,12
0,28,-9
0.05,5,-15
0,8,-18
0,30,5
0,25,-8
0,29,-7
0,29,5
0,26,-2
0,40,25
0,38,21
0,43,17
0,42,23
0,52,29
0,40,15
0,16,-5
0,23,-6
0,30,19
0,23,-3
0,34,14
0,34,14
0,28,14
0,40,16
0.03,17,-1
0.04,9,-7
0,9,-20
0,2,-18
0,9,-13
0,14,-8
0,17,-3
0,6,-13
0,14,-4
0,11,-2
0.02,15,-10
0.02,17,-20
0,0,-25
0,0,-21
0,1,-20
0,6,-20
0,19,4
0.01,18,-8
0,0,-22
0,-2,-27
0,-2,-19
0,14,-12
0.1,27,1
0,25,7
0,30,4
0,29,8
0,34,12
0,30,13
0,25,18
0.04,29,-4
0,19,-5
0,-3,-21
0,6,-14
0,6,-4
0,17,-8
0,27,-2
0,31,14
0,36,12
0.04,35,8
0,10,3
0,8,-11
0,30,-4
0,44,14
0,54,24
0,54,31
0,55,27
0,44,32
0,35,21
0,30,7
0,24,-1
0,24,3
0,41,22
0,39,21
0.02,32,9
0,30,15
0,57,15
0,57,22
0.85,42,29
0.23,32,19
0,32,20
0,30,19
0,28,15
0,26,14
0,32,7
0.33,29,21
0.74,34,25
0.28,32,22
0,28,6
0,31,1
0,40,17
0,44,29
0,48,30
0,48,33
0.73,45,37
0.01,44,37
0,44,34
0,54,34
0,47,34
0,47,28
0,42,35
0.08,37,30
0,39,27
0.12,38,25
0,33,5
0,50,21
0,43,15
0,67,34
0,64,39
0,62,45
0,62,32
0.59,59,32
0.74,47,34
0.01,41,30
0,46,22
0,50,23
0.33,43,32
0,43,29
0.04,38,22
0.01,37,20
0,55,18
0,58,35
0,70,30
0,86,42
0,84,55
0,80,47
0.58,73,42
0,61,45
0.28,68,45
0,76,50
0,72,55
0.07,75,58
0.08,74,52
0.01,60,45
0.55,60,41
0.16,61,32
0,68,34
0,68,34
0,58,45
0,63,31
0,74,43
0,85,46
0,78,39
0,71,43
0,77,44
0,71,53
0,70,37
0.63,70,53
0,70,57
0,74,47
0,74,44
0,73,44
0,78,45
0,78,50
0,75,48
0,79,45
0,82,54
0,85,54
0,85,58
0.08,81,60
0.03,88,50
0.04,85,58
0,89,58
0,88,60
0.75,78,57
0.72,71,53
0.46,68,54
0,80,50
0,86,62
0,85,63
0,83,65
0.86,77,59
0,79,56
0,81,57
0,78,56
0.42,74,53
0,77,54
0,79,49
0,85,59
0,94,63
0,91,60
0,86,52
0,84,54
0.11,84,58
0,73,48
0,91,56
0,88,62
0,73,52
0,78,56
0,85,52
1.81,83,61
0.88,80,60
0,79,62
0,78,57
0.11,79,53
0,74,50
0.01,69,53
0,76,53
0,87,58
0,82,58
0,86,54
0,92,69
0.01,87,66
0,87,58
0,83,53
0.6,77,55
0,78,52
0,84,59
0,92,71
0,96,72
0,96,72
0.5,96,69
0,87,62
0,85,58
0.01,69,49
0.05,80,60
0.29,82,59
0,82,57
0,94,60
0.79,90,68
0,82,57
0,94,66
0,87,70
0,95,69
0,93,72
0.2,92,69
0,80,60
0,87,53
1.4,89,58
0,85,65
0,75,57
0,74,53
0,82,56
0.06,85,62
0,85,57
0,88,66
0,75,56
0,85,53
0,83,54
0,85,58
0.27,83,69
0,75,56
0,78,47
0.31,81,47
0.06,80,59
0,81,60
0,77,54
0,75,43
0,85,52
0,85,54
0,77,49
2.45,72,56
0,73,57
0,73,46
0,66,49
0,67,45
0.06,81,48
0,74,56
0,71,57
0.35,69,53
0,73,45
0.05,73,58
0,86,58
0.06,84,65
0,72,53
0,70,50
0.01,78,50
0,77,62
0.39,70,44
0.53,65,55
0.01,79,55
0,76,56
0,77,53
0,77,59
0,78,58
0,85,55
0.16,82,49
0,75,44
0,76,54
0,66,56
0,76,46
0,79,42
0,75,50
0,74,53
0,82,59
0.11,79,55
0,61,46
0,72,38
0,70,52
0.68,68,55
0.74,67,48
0.01,69,50
0,68,46
0,67,46
0,67,44
0,71,43
0.03,65,55
1.7,58,47
0.06,57,38
0,58,34
0,63,33
0,62,45
0,55,35
0,57,28
1.47,51,41
0.24,47,34
0,59,29
0.21,54,32
0.02,45,32
0,55,29
0,71,35
0,70,44
0,54,32
0,60,28
0,58,45
0,59,35
0,68,31
0,73,47
0,64,44
0,60,30
0.01,48,37
0.2,48,40
0,64,41
0,69,37
0,65,43
0,62,35
0,63,47
0.18,57,48
0.26,62,42
0,54,39
0,58,30
0,57,25
0,60,25
0,61,38
0,52,42
0,54,50
0.12,55,51
1.28,54,25
0,33,21
0,31,19
0,34,13
0,40,26
0,44,33
0,43,27
0,42,27
0,35,28
0,34,22
0.02,34,28
0.18,46,19
0,20,5
0,35,9
0.17,34,19
0.05,19,1
0.12,2,-16
0.05,15,-12
0,22,8
0,33,5
0,34,26
0,38,33
0,35,18
0.05,25,16
0.02,20,7
0,29,8
0,29,-6
0,1,-10
0.01,12,-7
0.09,14,-8
0,-7,-15
0,9,-15
0,28,4
0,36,21
0,35,25
0,34,19
0,43,28
0.06,38,32
0.8,36,31
0,31,22
0,24,18
0.05,20,6
0.04,19,1
0.06,31,10
0,30,10
0,22,7
0,8,-9
0,5,-3
0,12,-9
0,24,7
0,28,8
0,22,7
0.38,13,2
0,3,-11
0,14,-7
0,18,-3
0,15,0
0,21,0
0,25,16
0,23,8
0,8,-10
0,-6,-16
0,2,-19
0,14,-11
0.05,18,4
0.03,18,5
0.01,20,0
0,12,-4
0,3,-20
0,12,-19
0.04,15,5
0,6,-11
0,10,-17
0,10,-12
0,19,0
0,24,10
0,25,9
0.01,25,-9
